"","Engr.Est","Loc","LD","Typeology","Consumer.price.index","Employment.in.communications","Employment.in.construction","Employment.in.education.and.health","Employment.in.financial.and.business.services","Employment.in.financial.services","Employment.in.government","Employment.in.other.services","Employment.in.production.industries","Employment.in.professional.services","Employment.in.real.estate","Employment.in.retail","Employment.in.transport.services","Employment.in.wholesale","Output.in.communications","Output.in.construction","Output.in.financial.services","Output.in.retail","Output.in.education.and.health","Output.in.financial.and.business.services","Output.in.other.services","Output.in.production.industries","Output.in.professional.services","Output.in.real.estate","Output.in.transport.services","Output.in.wholesale","Personal.disposable.income..nominal","Personal.disposable.income..real","Personal.income..nominal","Retail.sales..nominal","Retail.sales..real","Total.employment","Total.office.based.employment","Total.output","Total.population","permits_1","cci","Format2","quantile_1","quantile_2","quantile_3","quantile_4","quantile_5"
"160",3441000,"NJ","Avi","Paving",273.2088,285.907,379.843,1857.685,2286.135,561.6032,1206.557,1287.149,335.046,1519.282,205.2501,867.5939,360.3109,391.3403,41571.86,9902.822,54223.04,17898.32,33494.07,176495.7,21063.61,16142.54,59211.39,63061.22,14222.85,22482.5,297070.7,274940.7,350910.7,82422.82,86769.1,9257.567,2286.135,381782.7,18384.82,33781,11013,"Public",0,0,1,0,0
"161",1520000,"NJ","PATH","Building",273.2088,285.907,379.843,1857.685,2286.135,561.6032,1206.557,1287.149,335.046,1519.282,205.2501,867.5939,360.3109,391.3403,41571.86,9902.822,54223.04,17898.32,33494.07,176495.7,21063.61,16142.54,59211.39,63061.22,14222.85,22482.5,297070.7,274940.7,350910.7,82422.82,86769.1,9257.567,2286.135,381782.7,18384.82,33781,11013,"Public",0,1,0,0,0
"162",960000,"NY","TB&T","Infra",273.2088,285.907,379.843,1857.685,2286.135,561.6032,1206.557,1287.149,335.046,1519.282,205.2501,867.5939,360.3109,391.3403,41571.86,9902.822,54223.04,17898.32,33494.07,176495.7,21063.61,16142.54,59211.39,63061.22,14222.85,22482.5,297070.7,274940.7,350910.7,82422.82,86769.1,9257.567,2286.135,381782.7,18384.82,33781,11013,"Other",1,0,0,0,0
"163",4390000,"NY","Ports","Infra",273.2088,285.907,379.843,1857.685,2286.135,561.6032,1206.557,1287.149,335.046,1519.282,205.2501,867.5939,360.3109,391.3403,41571.86,9902.822,54223.04,17898.32,33494.07,176495.7,21063.61,16142.54,59211.39,63061.22,14222.85,22482.5,297070.7,274940.7,350910.7,82422.82,86769.1,9257.567,2286.135,381782.7,18384.82,33781,11013,"Public",0,0,0,1,0
"164",153277500,"NJ","Avi","Infra",273.2088,285.907,379.843,1857.685,2286.135,561.6032,1206.557,1287.149,335.046,1519.282,205.2501,867.5939,360.3109,391.3403,41571.86,9902.822,54223.04,17898.32,33494.07,176495.7,21063.61,16142.54,59211.39,63061.22,14222.85,22482.5,297070.7,274940.7,350910.7,82422.82,86769.1,9257.567,2286.135,381782.7,18384.82,33781,11013,"Public",0,0,0,0,1
"165",1567000,"NJ","PATH","Building",273.2088,285.907,379.843,1857.685,2286.135,561.6032,1206.557,1287.149,335.046,1519.282,205.2501,867.5939,360.3109,391.3403,41571.86,9902.822,54223.04,17898.32,33494.07,176495.7,21063.61,16142.54,59211.39,63061.22,14222.85,22482.5,297070.7,274940.7,350910.7,82422.82,86769.1,9257.567,2286.135,381782.7,18384.82,33781,11013,"Public",0,1,0,0,0
"166",2770000,"Both","Ports","Infra",273.2088,285.907,379.843,1857.685,2286.135,561.6032,1206.557,1287.149,335.046,1519.282,205.2501,867.5939,360.3109,391.3403,41571.86,9902.822,54223.04,17898.32,33494.07,176495.7,21063.61,16142.54,59211.39,63061.22,14222.85,22482.5,297070.7,274940.7,350910.7,82422.82,86769.1,9257.567,2286.135,381782.7,18384.82,33781,11013,"Other",0,0,1,0,0
"167",38600000,"NJ","PATH","Building",273.2088,285.907,379.843,1857.685,2286.135,561.6032,1206.557,1287.149,335.046,1519.282,205.2501,867.5939,360.3109,391.3403,41571.86,9902.822,54223.04,17898.32,33494.07,176495.7,21063.61,16142.54,59211.39,63061.22,14222.85,22482.5,297070.7,274940.7,350910.7,82422.82,86769.1,9257.567,2286.135,381782.7,18384.82,33781,11013,"Public",0,0,0,0,1
"168",3730000,"NJ","Avi","Paving",274.4556,285.201,380.3137,1877.399,2293.761,564.4404,1213.422,1287.501,334.4532,1523.562,205.7588,863.4158,362.1398,392.2646,41905.64,9961.306,54796.14,18074.59,33824.66,177385.8,21260.32,16310.68,59566.94,63022.66,14252.58,22753.45,298765.8,275436.3,353314.4,83082.34,87464.12,9289.871,2293.761,384150.2,18387.22,37246,11124,"Other",0,0,1,0,0
"169",34796400,"NY","Avi","Paving",274.4556,285.201,380.3137,1877.399,2293.761,564.4404,1213.422,1287.501,334.4532,1523.562,205.7588,863.4158,362.1398,392.2646,41905.64,9961.306,54796.14,18074.59,33824.66,177385.8,21260.32,16310.68,59566.94,63022.66,14252.58,22753.45,298765.8,275436.3,353314.4,83082.34,87464.12,9289.871,2293.761,384150.2,18387.22,37246,11124,"Other",0,0,0,0,1
"170",3570000,"Both","TB&T","Building",274.4556,285.201,380.3137,1877.399,2293.761,564.4404,1213.422,1287.501,334.4532,1523.562,205.7588,863.4158,362.1398,392.2646,41905.64,9961.306,54796.14,18074.59,33824.66,177385.8,21260.32,16310.68,59566.94,63022.66,14252.58,22753.45,298765.8,275436.3,353314.4,83082.34,87464.12,9289.871,2293.761,384150.2,18387.22,37246,11124,"Public",0,0,0,1,0
"171",9350000,"NJ","Avi","Paving",274.4556,285.201,380.3137,1877.399,2293.761,564.4404,1213.422,1287.501,334.4532,1523.562,205.7588,863.4158,362.1398,392.2646,41905.64,9961.306,54796.14,18074.59,33824.66,177385.8,21260.32,16310.68,59566.94,63022.66,14252.58,22753.45,298765.8,275436.3,353314.4,83082.34,87464.12,9289.871,2293.761,384150.2,18387.22,37246,11124,"Other",0,0,0,1,0
"172",1980000,"NJ","Ports","Building",274.4556,285.201,380.3137,1877.399,2293.761,564.4404,1213.422,1287.501,334.4532,1523.562,205.7588,863.4158,362.1398,392.2646,41905.64,9961.306,54796.14,18074.59,33824.66,177385.8,21260.32,16310.68,59566.94,63022.66,14252.58,22753.45,298765.8,275436.3,353314.4,83082.34,87464.12,9289.871,2293.761,384150.2,18387.22,37246,11124,"Other",0,0,1,0,0
"173",54744000,"NY","TB&T","Infra",274.4556,285.201,380.3137,1877.399,2293.761,564.4404,1213.422,1287.501,334.4532,1523.562,205.7588,863.4158,362.1398,392.2646,41905.64,9961.306,54796.14,18074.59,33824.66,177385.8,21260.32,16310.68,59566.94,63022.66,14252.58,22753.45,298765.8,275436.3,353314.4,83082.34,87464.12,9289.871,2293.761,384150.2,18387.22,37246,11124,"Public",0,0,0,0,1
"174",1300000,"Both","TB&T","Paving",274.4556,285.201,380.3137,1877.399,2293.761,564.4404,1213.422,1287.501,334.4532,1523.562,205.7588,863.4158,362.1398,392.2646,41905.64,9961.306,54796.14,18074.59,33824.66,177385.8,21260.32,16310.68,59566.94,63022.66,14252.58,22753.45,298765.8,275436.3,353314.4,83082.34,87464.12,9289.871,2293.761,384150.2,18387.22,37246,11124,"Other",1,0,0,0,0
"175",2500000,"NY","TB&T","Infra",274.4556,285.201,380.3137,1877.399,2293.761,564.4404,1213.422,1287.501,334.4532,1523.562,205.7588,863.4158,362.1398,392.2646,41905.64,9961.306,54796.14,18074.59,33824.66,177385.8,21260.32,16310.68,59566.94,63022.66,14252.58,22753.45,298765.8,275436.3,353314.4,83082.34,87464.12,9289.871,2293.761,384150.2,18387.22,37246,11124,"Public",0,0,1,0,0
"176",17920000,"NY","Avi","Building",274.4556,285.201,380.3137,1877.399,2293.761,564.4404,1213.422,1287.501,334.4532,1523.562,205.7588,863.4158,362.1398,392.2646,41905.64,9961.306,54796.14,18074.59,33824.66,177385.8,21260.32,16310.68,59566.94,63022.66,14252.58,22753.45,298765.8,275436.3,353314.4,83082.34,87464.12,9289.871,2293.761,384150.2,18387.22,37246,11124,"Public",0,0,0,0,1
"177",5960000,"NJ","PATH","Building",274.4556,285.201,380.3137,1877.399,2293.761,564.4404,1213.422,1287.501,334.4532,1523.562,205.7588,863.4158,362.1398,392.2646,41905.64,9961.306,54796.14,18074.59,33824.66,177385.8,21260.32,16310.68,59566.94,63022.66,14252.58,22753.45,298765.8,275436.3,353314.4,83082.34,87464.12,9289.871,2293.761,384150.2,18387.22,37246,11124,"Public",0,0,0,1,0
"178",1700000,"NJ","PATH","Building",274.4556,285.201,380.3137,1877.399,2293.761,564.4404,1213.422,1287.501,334.4532,1523.562,205.7588,863.4158,362.1398,392.2646,41905.64,9961.306,54796.14,18074.59,33824.66,177385.8,21260.32,16310.68,59566.94,63022.66,14252.58,22753.45,298765.8,275436.3,353314.4,83082.34,87464.12,9289.871,2293.761,384150.2,18387.22,37246,11124,"Other",0,0,1,0,0
"179",64356250,"NJ","TB&T","Infra",274.4556,285.201,380.3137,1877.399,2293.761,564.4404,1213.422,1287.501,334.4532,1523.562,205.7588,863.4158,362.1398,392.2646,41905.64,9961.306,54796.14,18074.59,33824.66,177385.8,21260.32,16310.68,59566.94,63022.66,14252.58,22753.45,298765.8,275436.3,353314.4,83082.34,87464.12,9289.871,2293.761,384150.2,18387.22,37246,11124,"Public",0,0,0,0,1
"180",760000,"NJ","Avi","Building",274.4556,285.201,380.3137,1877.399,2293.761,564.4404,1213.422,1287.501,334.4532,1523.562,205.7588,863.4158,362.1398,392.2646,41905.64,9961.306,54796.14,18074.59,33824.66,177385.8,21260.32,16310.68,59566.94,63022.66,14252.58,22753.45,298765.8,275436.3,353314.4,83082.34,87464.12,9289.871,2293.761,384150.2,18387.22,37246,11124,"Other",0,1,0,0,0
"181",21700000,"NJ","PATH","Building",275.139,281.8642,382.6436,1890.489,2298.714,561.8867,1215.963,1289.338,335.7074,1531.904,204.9236,867.033,365.4861,390.5408,42534.86,9950.181,55185.31,18178,33886.06,178338.4,21359.68,16389.48,59990.24,63162.84,14347.17,22901.03,303687.2,278957.8,358573.3,83716.12,88505.45,9317.778,2298.714,386283.9,18395.67,36000,11184,"Public",0,0,0,0,1
"182",1130000,"NJ","TB&T","Infra",275.139,281.8642,382.6436,1890.489,2298.714,561.8867,1215.963,1289.338,335.7074,1531.904,204.9236,867.033,365.4861,390.5408,42534.86,9950.181,55185.31,18178,33886.06,178338.4,21359.68,16389.48,59990.24,63162.84,14347.17,22901.03,303687.2,278957.8,358573.3,83716.12,88505.45,9317.778,2298.714,386283.9,18395.67,36000,11184,"Public",0,1,0,0,0
"183",3800000,"NY","Avi","Infra",275.139,281.8642,382.6436,1890.489,2298.714,561.8867,1215.963,1289.338,335.7074,1531.904,204.9236,867.033,365.4861,390.5408,42534.86,9950.181,55185.31,18178,33886.06,178338.4,21359.68,16389.48,59990.24,63162.84,14347.17,22901.03,303687.2,278957.8,358573.3,83716.12,88505.45,9317.778,2298.714,386283.9,18395.67,36000,11184,"Public",0,0,1,0,0
"184",7950000,"NY","TB&T","Paving",275.139,281.8642,382.6436,1890.489,2298.714,561.8867,1215.963,1289.338,335.7074,1531.904,204.9236,867.033,365.4861,390.5408,42534.86,9950.181,55185.31,18178,33886.06,178338.4,21359.68,16389.48,59990.24,63162.84,14347.17,22901.03,303687.2,278957.8,358573.3,83716.12,88505.45,9317.778,2298.714,386283.9,18395.67,36000,11184,"Public",0,0,0,1,0
"185",2971000,"NJ","PATH","Infra",275.139,281.8642,382.6436,1890.489,2298.714,561.8867,1215.963,1289.338,335.7074,1531.904,204.9236,867.033,365.4861,390.5408,42534.86,9950.181,55185.31,18178,33886.06,178338.4,21359.68,16389.48,59990.24,63162.84,14347.17,22901.03,303687.2,278957.8,358573.3,83716.12,88505.45,9317.778,2298.714,386283.9,18395.67,36000,11184,"Public",0,0,1,0,0
"186",6500000,"NJ","PATH","Infra",275.139,281.8642,382.6436,1890.489,2298.714,561.8867,1215.963,1289.338,335.7074,1531.904,204.9236,867.033,365.4861,390.5408,42534.86,9950.181,55185.31,18178,33886.06,178338.4,21359.68,16389.48,59990.24,63162.84,14347.17,22901.03,303687.2,278957.8,358573.3,83716.12,88505.45,9317.778,2298.714,386283.9,18395.67,36000,11184,"Public",0,0,0,1,0
"187",9650000,"NJ","PATH","Building",275.139,281.8642,382.6436,1890.489,2298.714,561.8867,1215.963,1289.338,335.7074,1531.904,204.9236,867.033,365.4861,390.5408,42534.86,9950.181,55185.31,18178,33886.06,178338.4,21359.68,16389.48,59990.24,63162.84,14347.17,22901.03,303687.2,278957.8,358573.3,83716.12,88505.45,9317.778,2298.714,386283.9,18395.67,36000,11184,"Public",0,0,0,1,0
"188",2215000,"NY","TB&T","Building",275.139,281.8642,382.6436,1890.489,2298.714,561.8867,1215.963,1289.338,335.7074,1531.904,204.9236,867.033,365.4861,390.5408,42534.86,9950.181,55185.31,18178,33886.06,178338.4,21359.68,16389.48,59990.24,63162.84,14347.17,22901.03,303687.2,278957.8,358573.3,83716.12,88505.45,9317.778,2298.714,386283.9,18395.67,36000,11184,"Other",0,1,0,0,0
"189",784000,"NY","Avi","Infra",275.139,281.8642,382.6436,1890.489,2298.714,561.8867,1215.963,1289.338,335.7074,1531.904,204.9236,867.033,365.4861,390.5408,42534.86,9950.181,55185.31,18178,33886.06,178338.4,21359.68,16389.48,59990.24,63162.84,14347.17,22901.03,303687.2,278957.8,358573.3,83716.12,88505.45,9317.778,2298.714,386283.9,18395.67,36000,11184,"Public",1,0,0,0,0
"190",9720000,"Both","PATH","Building",275.139,281.8642,382.6436,1890.489,2298.714,561.8867,1215.963,1289.338,335.7074,1531.904,204.9236,867.033,365.4861,390.5408,42534.86,9950.181,55185.31,18178,33886.06,178338.4,21359.68,16389.48,59990.24,63162.84,14347.17,22901.03,303687.2,278957.8,358573.3,83716.12,88505.45,9317.778,2298.714,386283.9,18395.67,36000,11184,"Public",0,0,0,1,0
"191",186355200,"NY","Avi","Paving",275.139,281.8642,382.6436,1890.489,2298.714,561.8867,1215.963,1289.338,335.7074,1531.904,204.9236,867.033,365.4861,390.5408,42534.86,9950.181,55185.31,18178,33886.06,178338.4,21359.68,16389.48,59990.24,63162.84,14347.17,22901.03,303687.2,278957.8,358573.3,83716.12,88505.45,9317.778,2298.714,386283.9,18395.67,36000,11184,"Public",0,0,0,0,1
"192",12570000,"NJ","Avi","Infra",275.139,281.8642,382.6436,1890.489,2298.714,561.8867,1215.963,1289.338,335.7074,1531.904,204.9236,867.033,365.4861,390.5408,42534.86,9950.181,55185.31,18178,33886.06,178338.4,21359.68,16389.48,59990.24,63162.84,14347.17,22901.03,303687.2,278957.8,358573.3,83716.12,88505.45,9317.778,2298.714,386283.9,18395.67,36000,11184,"Public",0,0,0,1,0
"193",287000,"NY","Avi","Infra",275.139,281.8642,382.6436,1890.489,2298.714,561.8867,1215.963,1289.338,335.7074,1531.904,204.9236,867.033,365.4861,390.5408,42534.86,9950.181,55185.31,18178,33886.06,178338.4,21359.68,16389.48,59990.24,63162.84,14347.17,22901.03,303687.2,278957.8,358573.3,83716.12,88505.45,9317.778,2298.714,386283.9,18395.67,36000,11184,"Other",1,0,0,0,0
"194",122920000,"NJ","Avi","Infra",275.139,281.8642,382.6436,1890.489,2298.714,561.8867,1215.963,1289.338,335.7074,1531.904,204.9236,867.033,365.4861,390.5408,42534.86,9950.181,55185.31,18178,33886.06,178338.4,21359.68,16389.48,59990.24,63162.84,14347.17,22901.03,303687.2,278957.8,358573.3,83716.12,88505.45,9317.778,2298.714,386283.9,18395.67,36000,11184,"Public",0,0,0,0,1
"195",448000,"NY","Avi","Infra",275.139,281.8642,382.6436,1890.489,2298.714,561.8867,1215.963,1289.338,335.7074,1531.904,204.9236,867.033,365.4861,390.5408,42534.86,9950.181,55185.31,18178,33886.06,178338.4,21359.68,16389.48,59990.24,63162.84,14347.17,22901.03,303687.2,278957.8,358573.3,83716.12,88505.45,9317.778,2298.714,386283.9,18395.67,36000,11184,"Other",1,0,0,0,0
"196",1500000,"NJ","PATH","Building",275.139,281.8642,382.6436,1890.489,2298.714,561.8867,1215.963,1289.338,335.7074,1531.904,204.9236,867.033,365.4861,390.5408,42534.86,9950.181,55185.31,18178,33886.06,178338.4,21359.68,16389.48,59990.24,63162.84,14347.17,22901.03,303687.2,278957.8,358573.3,83716.12,88505.45,9317.778,2298.714,386283.9,18395.67,36000,11184,"Other",0,0,1,0,0
"197",5000000,"NJ","PATH","Paving",275.139,281.8642,382.6436,1890.489,2298.714,561.8867,1215.963,1289.338,335.7074,1531.904,204.9236,867.033,365.4861,390.5408,42534.86,9950.181,55185.31,18178,33886.06,178338.4,21359.68,16389.48,59990.24,63162.84,14347.17,22901.03,303687.2,278957.8,358573.3,83716.12,88505.45,9317.778,2298.714,386283.9,18395.67,36000,11184,"Public",0,0,0,1,0
"198",10250000,"NJ","Avi","Paving",275.139,281.8642,382.6436,1890.489,2298.714,561.8867,1215.963,1289.338,335.7074,1531.904,204.9236,867.033,365.4861,390.5408,42534.86,9950.181,55185.31,18178,33886.06,178338.4,21359.68,16389.48,59990.24,63162.84,14347.17,22901.03,303687.2,278957.8,358573.3,83716.12,88505.45,9317.778,2298.714,386283.9,18395.67,36000,11184,"Public",0,0,0,1,0
"199",426000,"NJ","Avi","Building",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Other",1,0,0,0,0
"200",4500000,"NY","Avi","Infra",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Public",0,0,0,1,0
"201",28219450,"Both","TB&T","Infra",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Public",0,0,0,0,1
"202",23450000,"NJ","Avi","Paving",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Public",0,0,0,0,1
"203",92495500,"Both","TB&T","Infra",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Public",0,0,0,0,1
"204",13910000,"NJ","Ports","Infra",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Other",0,0,0,1,0
"205",1130000,"NJ","TB&T","Infra",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Other",0,1,0,0,0
"206",684000,"NY","Avi","Infra",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Other",1,0,0,0,0
"207",1790000,"Both","TB&T","Paving",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Other",0,1,0,0,0
"208",1880000,"Both","TB&T","Paving",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Other",0,0,1,0,0
"209",4450000,"NJ","Ports","Infra",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Public",0,0,0,1,0
"210",42125550,"NY","Avi","Paving",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Public",0,0,0,0,1
"211",2460000,"NY","Avi","Infra",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Other",0,0,1,0,0
"212",2390000,"NY","Avi","Building",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Public",0,0,1,0,0
"213",1151000,"NJ","TB&T","Building",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Other",0,1,0,0,0
